

------------0--A-------
  0.308679	 -2.709114	 11.119078	  7.853846	 -2.159882	 16.446992	  3.396502	 20.258324	 21.203268	 21.186886	 21.402965	 20.194207	 27.046589	 28.407750	 21.771386	 21.203792	 21.203792	 21.203792	 21.203792	 21.203838	 21.207737	 21.230849	 21.022565	 20.795205	 21.244620	 21.125475	 19.876648	 20.412106	 20.662344	 20.521167	 20.219122	 20.877614	 20.645499	 21.007823	 21.026631	 20.870209	 21.067173	 21.168133	 21.158348	 20.943927	 19.690218	 19.747885	 21.193824	 20.936521	 20.577061	 19.855896	 20.780686	 20.427147	 19.819609	 19.869305	 19.258576	 19.718195	 19.476549	 19.511218	 19.464769	 18.696024	 20.371877	 11.967733	 14.420919	  6.061550	 10.249588	 14.649042	  1.529441	
 -2.709114	 23.776506	-97.586458	-68.929192	 18.956176	-144.346841	-29.809357	-177.796949	-186.091671	-185.869823	-187.328228	-180.741943	-237.640686	-254.954293	-193.710180	-186.094840	-186.094840	-186.094840	-186.094840	-186.094918	-186.082659	-186.417825	-184.224758	-183.535840	-186.987757	-183.359316	-176.283224	-179.000950	-182.278993	-179.373433	-176.390320	-180.767290	-181.192285	-181.306517	-184.893039	-181.036417	-182.627146	-184.680361	-184.084978	-184.043197	-173.488646	-172.958519	-184.408567	-183.225567	-178.610729	-174.509967	-182.644848	-179.028172	-172.894246	-173.147614	-168.513417	-170.643664	-170.354406	-171.092163	-169.636318	-163.679554	-177.803448	-105.154452	-126.325390	-52.888976	-89.516233	-128.782410	-13.554105	
 11.119078	-97.586458	400.526337	282.907666	-77.802268	592.446052	122.347230	729.736097	763.786476	762.941101	767.121848	748.698723	948.824083	1031.845759	791.803914	763.793323	763.793323	763.793323	763.793323	763.793166	763.642099	765.727700	752.986210	752.001201	767.947715	747.455216	739.549943	745.077277	746.056411	739.836830	726.781005	737.487253	746.657427	744.228873	756.189047	738.667476	748.187172	756.861206	754.509430	755.598035	713.894331	714.853462	755.841106	750.201975	733.419347	720.036826	750.768963	732.673966	720.089787	706.000884	694.352353	702.367839	714.367143	705.141865	692.180174	672.767255	729.262530	448.770289	538.039242	220.180251	386.819056	542.625359	 63.229617	
  7.853846	-68.929192	282.907666	199.828925	-54.954833	418.468185	 86.418710	515.441599	539.498926	538.452996	539.235146	547.169955	668.220713	759.455453	572.152617	539.497571	539.497571	539.497571	539.497571	539.494990	538.995601	542.095448	526.465105	535.583311	545.609353	515.828342	532.296140	525.655052	530.391007	523.168073	509.351693	506.915749	528.034888	510.363411	533.694150	511.671123	515.068061	526.786938	523.832941	532.012834	508.082856	505.830005	523.103412	526.742849	507.553845	509.875640	529.511458	515.309059	504.767067	493.505439	490.848001	486.750899	497.276281	492.243534	482.422066	473.867387	508.701312	330.131153	392.833193	155.502834	285.421427	394.233016	 51.753666	
 -2.159882	 18.956176	-77.802268	-54.954833	 15.113096	-115.082686	-23.765958	-141.751286	-148.363762	-148.235268	-149.640902	-142.104049	-190.546241	-200.274192	-153.296124	-148.366905	-148.366905	-148.366905	-148.366905	-148.367325	-148.418222	-148.390969	-147.967673	-146.005197	-148.698034	-147.690889	-139.224121	-142.576688	-145.178834	-142.348634	-140.792323	-145.730745	-144.266005	-146.030850	-147.772050	-145.316460	-147.194199	-148.319404	-147.803494	-147.261104	-137.860424	-137.402777	-148.452673	-146.481697	-143.455951	-138.951213	-145.945628	-143.102340	-137.822542	-138.502380	-133.895522	-136.560491	-136.859654	-137.571097	-135.999992	-130.528267	-142.557233	-80.631396	-97.317497	-41.914785	-67.984202	-100.079677	 -9.153515	
 16.446992	-144.346841	592.446052	418.468185	-115.082686	876.327701	180.972202	1079.402849	1129.774510	1127.991512	1132.273614	1126.257446	1412.306651	1567.453893	1187.718583	1129.779234	1129.779234	1129.779234	1129.779234	1129.776525	1129.177398	1133.609525	1109.876698	1118.301123	1139.338468	1093.742144	1099.376942	1097.464989	1108.698365	1092.232511	1068.804173	1076.538909	1103.849926	1082.692746	1119.768966	1082.119686	1092.076899	1111.454395	1106.092869	1116.522900	1059.460160	1055.505932	1106.603496	1106.754798	1072.485984	1065.067130	1109.782943	1082.121250	1056.234101	1039.652521	1025.623871	1026.383730	1043.805772	1036.635192	1017.910570	992.881236	1071.902707	668.776251	799.001142	323.971776	574.596898	806.977295	 96.978682	
  3.396502	-29.809357	122.347230	 86.418710	-23.765958	180.972202	 37.372935	222.909661	233.307255	233.406567	235.777543	217.175971	276.326531	279.727820	229.913155	233.312990	233.312990	233.312990	233.312990	233.314412	233.488060	233.375561	232.073826	225.936359	232.328077	235.835759	224.009104	231.764344	224.458034	229.251660	227.116175	234.513419	229.192675	240.038190	229.444106	233.423284	238.522815	236.380109	237.351095	231.507279	217.324168	221.881521	238.342855	230.908059	232.685383	221.871582	229.384595	225.533058	227.068149	220.766290	215.989252	225.300333	228.118690	218.392693	216.331449	207.832469	226.698484	144.850800	174.251635	 69.384956	128.401115	172.007846	 22.657268	
 20.258324	-177.796949	729.736097	515.441599	-141.751286	1079.402849	222.909661	1329.537465	1391.579792	1389.328732	1395.801206	1380.828868	1774.482823	1971.118090	1465.879195	1391.587785	1391.587785	1391.587785	1391.587785	1391.584904	1390.893464	1396.460328	1365.914691	1374.183368	1403.414306	1348.273645	1346.489800	1347.196520	1363.558638	1340.817169	1313.398633	1326.103959	1356.416625	1332.694609	1379.938734	1330.189824	1343.548448	1368.666872	1360.606858	1372.547040	1297.539253	1292.970575	1362.338633	1363.457166	1319.175543	1302.357469	1366.793976	1328.839347	1297.090243	1270.167229	1249.237374	1253.386528	1276.480676	1275.978132	1246.771501	1218.845278	1321.534651	778.549862	936.092176	396.154764	660.797421	956.395892	 96.127028	
 21.203792	-186.094840	763.793323	539.497571	-148.366905	1129.779234	233.312990	1391.587785	1456.530303	1456.346746	1458.419834	1445.363132	1525.090264	1546.173430	1461.944683	1456.534031	1456.534031	1456.534031	1456.534031	1456.534773	1456.573205	1457.333320	1451.567973	1447.774178	1457.377659	1450.673078	1447.527399	1449.733921	1445.716711	1453.504171	1429.480871	1441.807341	1441.670433	1452.529025	1441.306708	1448.647531	1450.752482	1454.496589	1455.196966	1439.987703	1439.862165	1439.041715	1447.788351	1447.577231	1450.621089	1435.736246	1438.065911	1450.842101	1430.374312	1407.117254	1383.867157	1401.897458	1394.989588	1373.153799	1374.999310	1335.223356	1382.022630	1183.974595	1387.925443	451.689188	1077.155328	1327.518005	277.091391	
 21.203792	-186.094840	763.793323	539.497571	-148.366905	1129.779234	233.312990	1391.587785	1456.534031	1456.574678	1456.596588	1455.816001	1454.962013	1456.534031	1456.534031	1456.534031	1456.534031	1456.534031	1456.534031	1456.534031	1456.534031	1456.534031	1456.534039	1456.533658	1456.536281	1456.524899	1456.531582	1456.527356	1456.354050	1457.287787	1453.778152	1456.481752	1456.556702	1456.287293	1454.560869	1456.637042	1455.049309	1456.455024	1456.951146	1456.326876	1456.625405	1455.601803	1457.180681	1451.843568	1456.524209	1456.271225	1457.514388	1452.992895	1453.831975	1451.782883	1456.013524	1455.928720	1455.046974	1449.166239	1430.870281	1432.749017	1396.309026	1279.464294	1488.418598	459.098089	1167.624876	1413.781845	319.979957	
